YHB9_YEAST  0.41  0.53  0.45  0.14  0.50  0.00  0.52  0.66  7
APN1_YEAST  0.45  0.46  0.55  0.43  0.50  0.00  0.55  0.38  2
ARD1_YEAST  0.56  0.48  0.58  0.27  0.50  0.00  0.51  0.22  3
ARF1_YEAST  0.64  0.59  0.56  0.23  0.50  0.00  0.46  0.22  3
ARF2_YEAST  0.64  0.56  0.56  0.22  0.50  0.00  0.45  0.22  3
ASSY_YEAST  0.66  0.62  0.49  0.10  0.50  0.00  0.49  0.22  3
OTC_YEAST  0.53  0.44  0.51  0.33  0.50  0.00  0.55  0.22  3
ARLY_YEAST  0.38  0.49  0.53  0.19  0.50  0.00  0.50  0.22  3
AR56_YEAST  0.45  0.58  0.48  0.67  0.50  0.00  0.52  0.22  1
ARGD_YEAST  0.43  0.35  0.52  0.52  0.50  0.00  0.54  0.22  1
ARG1_YEAST  0.37  0.32  0.47  0.18  0.50  0.00  0.45  0.25  2
ARG2_YEAST  0.48  0.43  0.51  0.32  0.50  0.00  0.52  0.43  2
ARG3_YEAST  0.41  0.46  0.59  0.19  0.50  0.00  0.58  0.27  2
ARO1_YEAST  0.54  0.48  0.44  0.08  0.50  0.00  0.52  0.27  3
AROC_YEAST  0.60  0.47  0.45  0.22  0.50  0.00  0.51  0.29  3
AROF_YEAST  0.34  0.46  0.57  0.09  0.50  0.00  0.55  0.22  3
AROG_YEAST  0.48  0.54  0.55  0.12  0.50  0.00  0.51  0.22  3
CHMU_YEAST  0.47  0.39  0.59  0.15  0.50  0.00  0.57  0.22  3
ASG2_YEAST  0.81  0.85  0.47  0.37  0.50  0.00  0.56  0.22  5
AST1_YEAST  0.48  0.42  0.52  0.24  0.50  0.00  0.56  0.22  3
ATE1_YEAST  0.58  0.51  0.49  0.27  0.50  0.00  0.57  0.29  3
ATM1_YEAST  0.60  0.50  0.44  0.61  0.50  0.00  0.47  0.22  1
ATPA_YEAST  0.45  0.55  0.54  0.66  0.50  0.00  0.47  0.22  1
ATPY_YEAST  0.46  0.49  0.58  0.23  0.50  0.00  0.44  0.22  1
ATPS_YEAST  0.49  0.42  0.56  0.55  0.50  0.00  0.42  0.25  1
ATPT_YEAST  0.63  0.53  0.54  0.40  0.50  0.00  0.50  0.22  1
ATPU_YEAST  0.50  0.54  0.53  0.54  0.50  0.00  0.51  0.27  1
ATPE_YEAST  0.63  0.57  0.59  0.40  0.50  0.00  0.38  0.22  1
ATPB_YEAST  0.43  0.57  0.51  0.49  0.50  0.00  0.48  0.22  1
ATPG_YEAST  0.48  0.45  0.55  0.50  0.50  0.00  0.53  0.22  1
ATPD_YEAST  0.50  0.58  0.46  0.46  0.50  0.00  0.46  0.22  1
ATPO_YEAST  0.51  0.54  0.60  0.57  0.50  0.00  0.58  0.22  1
ATP7_YEAST  0.54  0.52  0.63  0.37  0.50  0.00  0.46  0.22  1
ATP8_YEAST  0.67  0.62  0.40  0.43  0.50  0.83  0.50  0.22  1
ATR1_YEAST  0.28  0.58  0.21  0.13  0.50  0.00  0.51  0.22  7
YBR8_YEAST  0.39  0.44  0.35  0.16  0.50  0.00  0.55  0.22  7
BAR1_YEAST  0.80  0.63  0.45  0.29  0.50  0.00  0.51  0.22  5
BAS1_YEAST  0.50  0.52  0.59  0.30  0.50  0.00  0.51  0.35  2
BCK1_YEAST  0.42  0.47  0.52  0.41  0.50  0.00  0.53  0.32  3
BCK2_YEAST  0.36  0.46  0.62  0.46  0.50  0.00  0.51  0.33  3
BCS1_YEAST  0.46  0.38  0.47  0.22  0.50  0.00  0.52  0.27  1
KAPR_YEAST  0.40  0.45  0.56  0.20  0.50  0.00  0.45  0.22  3
BDF1_YEAST  0.33  0.43  0.64  0.16  0.50  0.00  0.52  0.52  2
BEM1_YEAST  0.49  0.61  0.49  0.25  0.50  0.00  0.50  0.28  3
BET1_YEAST  0.38  0.50  0.37  0.26  0.50  0.00  0.43  0.22  7
BGL2_YEAST  0.69  0.70  0.52  0.36  0.50  0.00  0.46  0.22  5
CYBM_YEAST  0.61  0.72  0.39  0.33  0.50  0.00  0.58  0.22  1
YMC4_YEAST  0.78  0.75  0.40  0.28  0.50  0.00  0.53  0.22  1
BIK1_YEAST  0.64  0.57  0.57  0.27  0.50  0.00  0.37  0.22  3
BOS1_YEAST  0.36  0.58  0.35  0.24  0.50  0.00  0.44  0.22  7
BSD2_YEAST  0.36  0.43  0.39  0.12  0.50  0.00  0.49  0.22  7
BUD5_YEAST  0.47  0.52  0.50  0.40  0.50  0.00  0.41  0.22  3
CAD1_YEAST  0.48  0.23  0.57  0.27  0.50  0.00  0.48  0.47  2
CAP2_YEAST  0.47  0.39  0.55  0.24  0.50  0.00  0.47  0.22  3
CAN1_YEAST  0.44  0.59  0.36  0.16  0.50  0.00  0.52  0.22  7
CAPA_YEAST  0.42  0.35  0.54  0.18  0.50  0.00  0.56  0.22  3
CAPB_YEAST  0.30  0.56  0.55  0.18  0.50  0.00  0.50  0.22  3
ARGI_YEAST  0.65  0.65  0.52  0.16  0.50  0.00  0.60  0.22  3
OAT_YEAST  0.27  0.60  0.48  0.23  0.50  0.00  0.55  0.22  3
CACP_YEAST  0.45  0.41  0.50  0.46  0.50  0.50  0.50  0.27  10
CAT8_YEAST  0.44  0.52  0.41  0.23  0.50  0.00  0.51  0.22  2
CBF1_YEAST  0.30  0.32  0.57  0.19  0.50  0.00  0.48  0.55  2
CB32_YEAST  0.40  0.44  0.49  0.47  0.50  0.00  0.49  0.27  2
CBF5_YEAST  0.45  0.51  0.50  0.16  0.50  0.00  0.52  1.00  2
CBP1_YEAST  0.45  0.45  0.50  0.60  0.50  0.00  0.49  0.22  1
CBP2_YEAST  0.59  0.67  0.56  0.41  0.50  0.00  0.47  0.22  1
CBP3_YEAST  0.47  0.47  0.57  0.48  0.50  0.00  0.48  0.22  1
CBP4_YEAST  0.35  0.52  0.48  0.22  0.50  0.00  0.26  0.22  1
CBP6_YEAST  0.47  0.41  0.66  0.26  0.50  0.00  0.53  0.22  1
NC5R_YEAST  0.64  0.62  0.29  0.28  0.50  0.00  0.51  0.22  1
CBS1_YEAST  0.55  0.53  0.55  0.46  0.50  0.00  0.52  0.22  1
CBS2_YEAST  0.67  0.62  0.54  0.43  0.50  0.00  0.53  0.22  1
TNT_YEAST  0.59  0.60  0.49  0.43  0.50  0.00  0.53  0.31  1
ATU1_YEAST  0.54  0.55  0.34  0.31  0.50  0.00  0.54  0.22  7
CCE1_YEAST  0.58  0.62  0.54  0.17  0.50  0.00  0.48  0.22  1
CCL1_YEAST  0.40  0.38  0.53  0.16  0.50  0.00  0.52  0.27  2
CCPR_YEAST  0.46  0.71  0.48  0.53  0.50  0.00  0.53  0.22  1
CCR4_YEAST  0.53  0.51  0.55  0.05  0.50  0.00  0.45  0.25  2
CTPT_YEAST  0.41  0.40  0.59  0.47  0.50  0.00  0.48  0.43  3
CC10_YEAST  0.50  0.64  0.57  0.15  0.50  0.00  0.47  0.22  3
CC11_YEAST  0.40  0.62  0.52  0.31  0.50  0.00  0.49  0.31  3
CC12_YEAST  0.60  0.50  0.57  0.25  0.50  0.00  0.41  0.26  3
CC16_YEAST  0.62  0.51  0.52  0.42  0.50  0.00  0.54  0.27  2
CC23_YEAST  0.35  0.58  0.54  0.16  0.50  0.00  0.51  0.22  2
CC24_YEAST  0.34  0.54  0.50  0.21  0.50  0.00  0.54  0.31  3
CC25_YEAST  0.39  0.58  0.50  0.26  0.50  0.00  0.54  0.59  7
CC27_YEAST  0.48  0.54  0.50  0.17  0.50  0.00  0.53  0.22  2
CDC3_YEAST  0.29  0.32  0.58  0.15  0.50  0.00  0.50  0.30  3
CC31_YEAST  0.47  0.32  0.64  0.30  0.50  0.00  0.63  0.22  2
IF4E_YEAST  0.39  0.47  0.56  0.16  0.50  0.00  0.47  0.22  3
UBC3_YEAST  0.58  0.48  0.51  0.47  0.50  0.00  0.55  0.22  2
NOT2_YEAST  0.64  0.60  0.57  0.19  0.50  0.00  0.43  0.22  2
NOT1_YEAST  0.37  0.46  0.40  0.27  0.50  0.00  0.45  0.22  2
CC4_YEAST  0.43  0.57  0.53  0.16  0.50  0.00  0.54  0.22  3
CC40_YEAST  0.28  0.37  0.61  0.09  0.50  0.00  0.52  0.55  2
CC42_YEAST  0.59  0.48  0.50  0.14  0.50  0.00  0.45  0.25  3
CAL1_YEAST  0.39  0.55  0.48  0.31  0.50  0.00  0.54  0.29  3
RFC1_YEAST  0.26  0.36  0.47  0.34  0.50  0.00  0.53  0.72  2
CC46_YEAST  0.51  0.34  0.50  0.19  0.50  0.00  0.50  0.22  2
YB52_YEAST  0.58  0.50  0.50  0.12  0.50  0.00  0.48  0.25  2
CC48_YEAST  0.44  0.39  0.53  0.14  0.50  0.00  0.54  0.44  3
CC6_YEAST  0.41  0.39  0.44  0.34  0.50  0.00  0.48  0.40  2
SYLC_YEAST  0.45  0.43  0.51  0.24  0.50  0.00  0.54  0.33  3
CC68_YEAST  0.36  0.68  0.46  0.16  0.50  0.00  0.53  0.28  2
CC7_YEAST  0.42  0.31  0.50  0.15  0.50  0.00  0.53  0.22  2
KTHY_YEAST  0.42  0.43  0.56  0.10  0.50  0.00  0.49  0.22  3
DNLI_YEAST  0.67  0.71  0.52  0.65  0.50  0.00  0.53  0.36  2
MCE1_YEAST  0.49  0.47  0.53  0.16  0.50  0.00  0.48  0.27  2
CEM1_YEAST  0.71  0.59  0.48  0.43  0.50  0.00  0.59  0.22  1
RLUB_YEAST  0.40  0.42  0.71  0.21  0.50  0.00  0.54  0.32  3
RLUB_YEAST  0.40  0.42  0.71  0.21  0.50  0.00  0.54  0.32  3
CLH_YEAST  0.54  0.49  0.49  0.20  0.50  0.00  0.52  0.22  3
CHL1_YEAST  0.42  0.51  0.50  0.12  0.50  0.00  0.52  0.46  2
CHL4_YEAST  0.57  0.51  0.53  0.18  0.50  0.00  0.56  0.25  2
PSS_YEAST  0.35  0.45  0.43  0.11  0.50  0.00  0.56  0.22  7
PEM1_YEAST  0.42  0.42  0.42  0.20  0.50  0.00  0.49  0.22  7
CHS1_YEAST  0.26  0.50  0.33  0.28  0.50  0.00  0.51  0.22  7
CHS2_YEAST  0.39  0.42  0.38  0.40  0.50  0.00  0.49  0.47  7
CHS3_YEAST  0.26  0.44  0.30  0.11  0.50  0.00  0.51  0.47  7
CIK1_YEAST  0.31  0.44  0.53  0.23  0.50  0.00  0.51  0.32  2
CIN1_YEAST  0.48  0.61  0.44  0.20  0.50  0.00  0.47  0.22  3
CIN4_YEAST  0.66  0.45  0.50  0.23  0.50  0.00  0.49  0.22  3
CIN8_YEAST  0.21  0.41  0.55  0.11  0.50  0.00  0.50  0.27  3
CISY_YEAST  0.38  0.68  0.44  0.45  0.50  0.00  0.53  0.22  1
CISZ_YEAST  0.44  0.38  0.48  0.32  0.50  0.83  0.53  0.22  10
KC21_YEAST  0.31  0.31  0.56  0.33  0.50  0.00  0.52  0.33  2
KC22_YEAST  0.49  0.31  0.49  0.35  0.50  0.00  0.51  0.29  2
KC2C_YEAST  0.38  0.37  0.56  0.21  0.50  0.00  0.49  0.22  2
KICH_YEAST  0.39  0.40  0.53  0.67  0.50  0.00  0.47  0.22  3
CLC1_YEAST  0.24  0.34  0.69  0.18  0.50  0.00  0.52  0.22  3
CG11_YEAST  0.49  0.43  0.51  0.13  0.50  0.00  0.47  0.22  3
CG12_YEAST  0.54  0.38  0.52  0.18  0.50  0.00  0.48  0.22  3
CG13_YEAST  0.43  0.57  0.53  0.53  0.50  0.00  0.53  0.25  3
CALM_YEAST  0.48  0.64  0.61  0.23  0.50  0.00  0.60  0.22  3
KCC1_YEAST  0.31  0.55  0.52  0.17  0.50  0.00  0.52  0.22  3
KCC2_YEAST  0.32  0.57  0.50  0.15  0.50  0.00  0.53  0.22  3
P2B1_YEAST  0.32  0.42  0.52  0.24  0.50  0.00  0.60  0.22  3
P2B2_YEAST  0.59  0.50  0.52  0.28  0.50  0.00  0.55  0.25  3
CALB_YEAST  0.37  0.42  0.51  0.11  0.50  0.00  0.57  0.22  3
CALX_YEAST  0.75  0.70  0.38  0.27  0.50  0.00  0.49  0.22  4
CYB_YEAST  0.61  0.72  0.31  0.33  0.50  0.00  0.56  0.22  1
COFI_YEAST  0.44  0.42  0.60  0.21  0.50  0.00  0.57  0.22  3
COQ1_YEAST  0.52  0.51  0.51  0.54  0.50  0.00  0.55  0.27  1
COQ2_YEAST  0.63  0.56  0.45  0.58  0.50  0.00  0.51  0.22  1
COQ3_YEAST  0.52  0.56  0.54  0.53  0.50  0.00  0.45  0.22  1
UCR1_YEAST  0.58  0.58  0.58  0.49  0.50  0.00  0.49  0.26  1
COT1_YEAST  0.72  0.62  0.34  0.29  0.50  0.00  0.56  0.28  1
COX1_YEAST  0.72  0.61  0.37  0.30  0.50  0.00  0.57  0.22  1
COXX_YEAST  0.46  0.43  0.38  0.33  0.50  0.00  0.48  0.28  1
COXZ_YEAST  0.57  0.57  0.44  0.37  0.50  0.00  0.52  0.25  1
COXG_YEAST  0.42  0.31  0.62  0.12  0.50  0.00  0.40  0.22  1
COXE_YEAST  0.49  0.46  0.45  0.45  0.50  0.00  0.52  0.22  1
YEX1_YEAST  0.42  0.58  0.41  0.65  0.50  0.00  0.46  0.26  1
COX2_YEAST  0.59  0.61  0.34  0.22  0.50  0.00  0.51  0.22  1
COX3_YEAST  0.52  0.77  0.38  0.34  0.50  0.00  0.51  0.22  1
COX4_YEAST  0.50  0.52  0.60  0.51  0.50  0.00  0.48  0.22  1
COXA_YEAST  0.49  0.60  0.43  0.56  0.50  0.00  0.36  0.22  1
COXB_YEAST  0.50  0.41  0.44  0.50  0.50  0.00  0.42  0.22  1
COX6_YEAST  0.50  0.40  0.56  0.70  0.50  0.00  0.50  0.22  1
COX7_YEAST  0.37  0.58  0.44  0.51  0.50  0.00  0.44  0.22  1
COX8_YEAST  0.55  0.45  0.45  0.54  0.50  0.00  0.50  0.22  1
COX9_YEAST  0.67  0.68  0.46  0.29  0.50  0.00  0.46  0.22  1
CARA_YEAST  0.53  0.51  0.46  0.28  0.50  0.00  0.48  0.22  3
CARB_YEAST  0.35  0.66  0.49  0.21  0.50  0.00  0.54  0.25  3
CYPH_YEAST  0.52  0.40  0.60  0.12  0.50  0.00  0.55  0.22  3
CYPB_YEAST  0.77  0.79  0.58  0.23  0.50  0.00  0.48  0.22  5
CYPC_YEAST  0.47  0.46  0.59  0.49  0.50  0.00  0.56  0.22  1
CYPR_YEAST  0.73  0.83  0.43  0.30  0.50  0.00  0.55  0.22  4
CYPD_YEAST  0.78  0.74  0.58  0.25  1.00  0.00  0.53  0.22  9
CBPS_YEAST  0.70  0.65  0.54  0.28  0.50  0.00  0.60  0.40  8
CPT1_YEAST  0.47  0.54  0.37  0.14  0.50  0.00  0.50  0.22  7
CRM1_YEAST  0.56  0.52  0.48  0.17  0.50  0.00  0.46  0.22  2
R141_YEAST  0.57  0.41  0.59  0.24  0.50  0.00  0.40  0.22  3
R142_YEAST  0.56  0.41  0.58  0.21  0.50  0.00  0.42  0.22  3
CSE1_YEAST  0.58  0.56  0.45  0.12  0.50  0.00  0.51  0.22  2
CSE2_YEAST  0.53  0.38  0.66  0.25  0.50  0.00  0.43  0.22  2
YKE9_YEAST  0.34  0.36  0.54  0.11  0.50  0.00  0.36  0.21  2
CSG2_YEAST  0.69  0.61  0.38  0.27  0.50  0.00  0.52  0.22  6
CATA_YEAST  0.37  0.53  0.60  0.19  0.50  0.50  0.42  0.22  10
CB33_YEAST  0.41  0.45  0.53  0.17  0.50  0.00  0.51  0.25  2
CTK1_YEAST  0.31  0.46  0.54  0.52  0.50  0.00  0.50  0.34  2
CTR1_YEAST  0.36  0.37  0.33  0.14  0.50  0.00  0.57  0.31  7
CHI1_YEAST  0.82  0.78  0.49  0.23  0.50  0.00  0.46  0.22  5
CHI2_YEAST  0.82  0.75  0.54  0.23  0.50  0.00  0.46  0.22  5
CATT_YEAST  0.41  0.51  0.58  0.15  0.50  0.00  0.45  0.27  3
MTC_YEAST  0.38  0.51  0.75  0.17  0.50  0.00  0.55  0.22  3
MTC_YEAST  0.38  0.51  0.75  0.17  0.50  0.00  0.55  0.22  3
CYB2_YEAST  0.53  0.44  0.51  0.33  0.50  0.00  0.52  0.22  1
CYC1_YEAST  0.46  0.54  0.71  0.15  0.50  0.00  0.59  0.22  1
CYC2_YEAST  0.40  0.56  0.48  0.14  0.50  0.00  0.47  0.22  1
CCHL_YEAST  0.53  0.53  0.60  0.13  0.50  0.00  0.49  0.22  1
CYC7_YEAST  0.42  0.57  0.72  0.22  0.50  0.00  0.57  0.22  1
RL2A_YEAST  0.45  0.27  0.57  0.36  0.50  0.00  0.52  0.18  3
CYAA_YEAST  0.20  0.26  0.52  0.14  0.50  0.00  0.53  0.44  3
CYS3_YEAST  0.51  0.53  0.55  0.14  0.50  0.00  0.51  0.22  3
CY1_YEAST  0.44  0.68  0.45  0.51  0.50  0.00  0.52  0.41  1
32_YEAST  0.27  0.39  0.66  0.11  0.50  0.00  0.44  0.22  1
DAL4_YEAST  0.55  0.42  0.34  0.30  0.50  0.00  0.52  0.22  7
DAL5_YEAST  0.34  0.42  0.30  0.23  0.50  0.00  0.53  0.22  7
MASZ_YEAST  0.44  0.53  0.52  0.23  0.50  0.83  0.51  0.22  10
DA80_YEAST  0.59  0.58  0.56  0.21  0.50  0.00  0.54  0.33  2
DA81_YEAST  0.39  0.28  0.46  0.12  0.50  0.00  0.41  0.22  2
DA82_YEAST  0.56  0.43  0.54  0.16  0.50  0.00  0.50  0.22  2
DAP2_YEAST  0.36  0.68  0.38  0.08  0.50  0.00  0.53  0.25  8
DATI_YEAST  0.27  0.36  0.60  0.33  0.50  0.00  0.37  0.31  2
DBF4_YEAST  0.35  0.40  0.59  0.22  0.50  0.00  0.47  0.37  2
DBP1_YEAST  0.42  0.32  0.50  0.21  0.50  0.00  0.51  0.22  2
DBP2_YEAST  0.23  0.20  0.53  0.20  0.50  0.00  0.44  0.22  2
DBR1_YEAST  0.55  0.54  0.56  0.22  0.50  0.00  0.50  0.37  2
DED1_YEAST  0.36  0.24  0.49  0.16  0.50  0.00  0.51  0.22  2
DEP1_YEAST  0.38  0.48  0.59  0.22  0.50  0.00  0.46  0.22  3
DYR_YEAST  0.80  0.46  0.50  0.15  0.50  0.00  0.53  0.22  3
DYHC_YEAST  0.60  0.56  0.47  0.20  0.50  0.00  0.50  0.38  2
DHH1_YEAST  0.41  0.24  0.54  0.26  0.50  0.00  0.41  0.22  2
DLD1_YEAST  0.47  0.65  0.54  0.62  0.50  0.00  0.53  0.36  1
DMC1_YEAST  0.43  0.39  0.54  0.14  0.50  0.00  0.47  0.22  2
DPB2_YEAST  0.50  0.51  0.52  0.09  0.50  0.00  0.48  0.25  2
DPB3_YEAST  0.53  0.61  0.52  0.21  0.50  0.00  0.55  0.30  2
DPM1_YEAST  0.54  0.42  0.41  0.16  0.50  0.00  0.52  0.22  6
SYDC_YEAST  0.46  0.35  0.53  0.16  0.50  0.00  0.51  0.29  3
DRS1_YEAST  0.46  0.43  0.49  0.79  0.50  0.00  0.49  0.63  2
ATC4_YEAST  0.51  0.55  0.35  0.16  0.50  0.00  0.51  0.47  7
DSS4_YEAST  0.56  0.52  0.55  0.19  0.50  0.00  0.54  0.22  3
TFS2_YEAST  0.61  0.30  0.59  0.12  0.50  0.00  0.49  0.27  2
DUN1_YEAST  0.37  0.53  0.46  0.23  0.50  0.00  0.47  0.22  2
DUR3_YEAST  0.83  0.58  0.33  0.04  0.50  0.00  0.53  0.22  6
EF1B_YEAST  0.39  0.45  0.53  0.18  0.50  0.00  0.54  0.22  3
EF2_YEAST  0.52  0.54  0.50  0.21  0.50  0.00  0.48  0.30  3
EGD1_YEAST  0.35  0.39  0.57  0.11  0.50  0.00  0.48  0.22  2
ATN2_YEAST  0.36  0.49  0.30  0.22  0.50  0.00  0.52  0.31  7
END2_YEAST  0.78  0.70  0.32  0.23  0.50  0.00  0.53  0.22  4
END3_YEAST  0.55  0.46  0.53  0.11  0.50  0.00  0.52  0.48  3
ENO1_YEAST  0.45  0.56  0.54  0.32  0.50  0.00  0.57  0.22  3
ENO2_YEAST  0.45  0.56  0.53  0.32  0.50  0.00  0.57  0.22  3
EPT1_YEAST  0.29  0.43  0.40  0.15  0.50  0.00  0.53  0.22  7
ERD1_YEAST  0.52  0.75  0.37  0.14  0.50  0.00  0.46  0.22  7
ERD2_YEAST  0.71  0.56  0.39  0.27  0.50  0.00  0.52  0.22  6
ERG1_YEAST  0.58  0.60  0.43  0.12  0.50  0.00  0.55  0.22  7
THIL_YEAST  0.54  0.65  0.49  0.34  0.50  0.00  0.52  0.22  3
CP51_YEAST  0.57  0.59  0.44  0.16  0.50  0.00  0.52  0.22  6
KIME_YEAST  0.59  0.58  0.46  0.19  0.50  0.00  0.56  0.27  3
ERG2_YEAST  0.92  0.61  0.40  0.22  0.50  0.00  0.54  0.22  6
FPPS_YEAST  0.55  0.56  0.45  0.14  0.50  0.00  0.54  0.22  3
ER24_YEAST  0.63  0.61  0.41  0.22  0.50  0.00  0.51  0.22  7
ERG3_YEAST  0.58  0.53  0.38  0.18  0.50  0.00  0.52  0.22  7
ERG4_YEAST  0.36  0.46  0.43  0.19  0.50  0.00  0.48  0.22  7
ERG6_YEAST  0.32  0.47  0.55  0.12  0.50  0.00  0.52  0.22  3
ERG7_YEAST  0.34  0.38  0.45  0.19  0.50  0.00  0.51  0.22  6
ERG8_YEAST  0.62  0.58  0.46  0.13  0.50  0.00  0.53  0.22  3
FDFT_YEAST  0.53  0.68  0.42  0.19  0.50  0.00  0.53  0.22  7
ERS1_YEAST  0.73  0.55  0.41  0.16  0.50  0.00  0.46  0.22  6
ESP1_YEAST  0.55  0.46  0.46  0.31  0.50  0.00  0.58  0.48  2
EST1_YEAST  0.35  0.60  0.47  0.13  0.50  0.00  0.52  0.43  2
EUG1_YEAST  0.77  0.80  0.51  0.40  1.00  0.00  0.54  0.22  9
EXG1_YEAST  0.77  0.87  0.47  0.37  0.50  0.00  0.48  0.22  5
LCF2_YEAST  0.35  0.46  0.49  0.15  1.00  0.00  0.55  0.35  3
FAD1_YEAST  0.43  0.51  0.48  0.14  0.50  0.00  0.50  0.22  3
FAS1_YEAST  0.57  0.61  0.45  0.26  0.50  0.00  0.50  0.22  3
FAS2_YEAST  0.63  0.62  0.42  0.12  0.50  0.00  0.52  0.25  3
COAC_YEAST  0.25  0.40  0.51  0.18  0.50  0.00  0.50  0.27  3
ALF_YEAST  0.56  0.62  0.53  0.24  0.50  0.00  0.57  0.22  3
F16P_YEAST  0.58  0.60  0.51  0.24  0.50  0.00  0.53  0.22  3
F26_YEAST  0.71  0.59  0.53  0.15  0.50  0.00  0.49  0.33  3
FCY2_YEAST  0.46  0.35  0.33  0.17  0.50  0.00  0.55  0.22  7
FET3_YEAST  0.54  0.55  0.42  0.22  0.50  0.00  0.48  0.22  7
FET4_YEAST  0.39  0.44  0.28  0.12  0.50  0.00  0.46  0.27  7
FHL1_YEAST  0.33  0.44  0.49  0.08  0.50  0.00  0.48  0.49  2
FLO1_YEAST  0.81  0.82  0.41  0.36  0.50  0.00  0.39  0.22  5
FOX2_YEAST  0.69  0.60  0.51  0.13  0.50  0.83  0.52  0.22  10
